"TCG region",Expansion,"Card number","Card number sorting order","Card name",Rarity,"Card variant","Card language","Card condition","Additional card grade label",Quantity
International,"Lost Origin",122/196,122,Hoopa,Rare,Normal,English,Mint,,1
International,"Lost Origin",123/196,123,"Radiant Hisuian Sneasler","Radiant Rare","Normal Holo",English,Mint,,1
International,"Lost Origin",124/196,124,"Radiant Steelix","Radiant Rare","Normal Holo",English,Mint,,1
International,"Lost Origin",125/196,125,Bronzor,Common,Normal,English,Mint,,1
International,"Lost Origin",126/196,126,Bronzong,Uncommon,Normal,English,Mint,,1
International,"Lost Origin",127/196,127,"Galarian Stunfisk",Uncommon,Normal,English,Mint,,1
International,"Lost Origin",128/196,128,Magearna,Rare,Normal,English,Mint,,1
International,"Lost Origin",132/196,132,Goomy,Common,Normal,English,Mint,,1
International,"Lost Origin",133/196,133,"Hisuian Sliggoo",Uncommon,Normal,English,Mint,,1
International,"Lost Origin",134/196,134,"Hisuian Goodra","Rare Holo","Normal Holo",English,Mint,,1
International,"Lost Origin",138/196,138,Lickitung,Common,Normal,English,Mint,,1
International,"Lost Origin",139/196,139,Lickilicky,Uncommon,Normal,English,Mint,,1
International,"Lost Origin",140/196,140,Porygon,Common,Normal,English,Mint,,1
International,"Lost Origin",141/196,141,Porygon2,Uncommon,Normal,English,Mint,,1
International,"Lost Origin",142/196,142,Porygon-Z,Rare,Normal,English,Mint,,1
International,"Lost Origin",143/196,143,Snorlax,"Rare Holo","Normal Holo",English,Mint,,1
International,"Lost Origin",144/196,144,Aipom,Common,Normal,English,Mint,,1
International,"Lost Origin",145/196,145,Ambipom,Uncommon,Normal,English,Mint,,1
International,"Lost Origin",146/196,146,"Hisuian Zoroark V","Holo Rare V","Normal Holo",English,Mint,,1
International,"Lost Origin",148/196,148,Bouffalant,Rare,Normal,English,Mint,,1
International,"Lost Origin",149/196,149,Komala,Uncommon,Normal,English,Mint,,1
International,"Lost Origin",150/196,150,Skwovet,Common,Normal,English,Mint,,1
International,"Lost Origin",151/196,151,Greedent,Rare,Normal,English,Mint,,1
International,"Lost Origin",152/196,152,"Arc Phone",Uncommon,Normal,English,Mint,,1
International,"Lost Origin",153/196,153,Arezu,Uncommon,Normal,English,Mint,,1
International,"Lost Origin",154/196,154,"Box of Disaster",Uncommon,Normal,English,Mint,,1
International,"Lost Origin",155/196,155,"Colress's Experiment",Uncommon,Normal,English,Mint,,1
International,"Lost Origin",156/196,156,"Damage Pump",Uncommon,Normal,English,Mint,,1
International,"Lost Origin",157/196,157,Fantina,Uncommon,Normal,English,Mint,,1
International,"Lost Origin",158/196,158,Iscan,Uncommon,Normal,English,Mint,,1
International,"Lost Origin",159/196,159,Lady,Uncommon,Normal,English,Mint,,1
International,"Lost Origin",160/196,160,"Lake Acuity",Uncommon,Normal,English,Mint,,1
International,"Lost Origin",161/196,161,"Lost City",Uncommon,Normal,English,Mint,,1
International,"Lost Origin",162/196,162,"Lost Vacuum",Uncommon,Normal,English,Mint,,1
International,"Lost Origin",163/196,163,"Mirage Gate",Uncommon,Normal,English,Mint,,1
International,"Lost Origin",164/196,164,"Miss Fortune Sisters",Uncommon,Normal,English,Mint,,1
International,"Lost Origin",165/196,165,"Panic Mask",Uncommon,Normal,English,Mint,,1
International,"Lost Origin",166/196,166,Riley,Uncommon,Normal,English,Mint,,1
International,"Lost Origin",167/196,167,Thorton,Uncommon,Normal,English,Mint,,1
International,"Lost Origin",168/196,168,"Tool Box",Uncommon,Normal,English,Mint,,1
International,"Lost Origin",169/196,169,Volo,"Rare Holo","Normal Holo",English,Mint,,1
International,"Lost Origin",170/196,170,"Windup Arm",Uncommon,Normal,English,Mint,,1
International,"Lost Origin",171/196,171,"Gift Energy",Uncommon,Normal,English,Mint,,1
International,"Pokémon GO",001/078,1,Bulbasaur,Common,Normal,English,Mint,,1
International,"Pokémon GO",002/078,2,Ivysaur,Uncommon,Normal,English,Mint,,1
International,"Pokémon GO",003/078,3,Venusaur,"Rare Holo","Normal Holo",English,Mint,,1
International,"Pokémon GO",006/078,6,Spinarak,Common,Normal,English,Mint,,1
International,"Pokémon GO",007/078,7,Ariados,Uncommon,Normal,English,Mint,,1
International,"Pokémon GO",008/078,8,Charmander,Common,Normal,English,Mint,,1
International,"Pokémon GO",009/078,9,Charmeleon,Uncommon,Normal,English,Mint,,1
International,"Pokémon GO",012/078,12,Moltres,"Rare Holo","Normal Holo",English,Mint,,1
International,"Pokémon GO",013/078,13,Numel,Common,Normal,English,Mint,,1
International,"Pokémon GO",014/078,14,Camerupt,Uncommon,Normal,English,Mint,,1
International,"Pokémon GO",015/078,15,Squirtle,Common,Normal,English,Mint,,1
International,"Pokémon GO",016/078,16,Wartortle,Uncommon,Normal,English,Mint,,1
International,"Pokémon GO",017/078,17,Blastoise,"Rare Holo","Normal Holo",English,Mint,,1
International,"Pokémon GO",019/078,19,Slowpoke,Common,Normal,English,Mint,,1
International,"Pokémon GO",020/078,20,Slowbro,Uncommon,Normal,English,Mint,,1
International,"Pokémon GO",021/078,21,Magikarp,Common,Normal,English,Mint,,1
International,"Pokémon GO",022/078,22,Gyarados,"Rare Holo","Normal Holo",English,Mint,,1
International,"Pokémon GO",023/078,23,Lapras,"Rare Holo","Normal Holo",English,Mint,,1
International,"Pokémon GO",024/078,24,Articuno,"Rare Holo","Normal Holo",English,Mint,,1
International,"Pokémon GO",025/078,25,Wimpod,Common,Normal,English,Mint,,1
International,"Pokémon GO",026/078,26,Golisopod,"Rare Holo","Normal Holo",English,Mint,,1
International,"Pokémon GO",027/078,27,Pikachu,Common,Normal,English,Mint,,1
International,"Pokémon GO",028/078,28,Pikachu,"Rare Holo","Normal Holo",English,Mint,,1
International,"Pokémon GO",029/078,29,Zapdos,"Rare Holo","Normal Holo",English,Mint,,1
International,"Pokémon GO",032/078,32,Natu,Common,Normal,English,Mint,,1
International,"Pokémon GO",033/078,33,Xatu,Uncommon,Normal,English,Mint,,1
International,"Pokémon GO",034/078,34,Lunatone,Uncommon,Normal,English,Mint,,1
International,"Pokémon GO",035/078,35,Sylveon,"Rare Holo","Normal Holo",English,Mint,,1
International,"Pokémon GO",036/078,36,Onix,Common,Normal,English,Mint,,1
International,"Pokémon GO",037/078,37,Larvitar,Common,Normal,English,Mint,,1
International,"Pokémon GO",038/078,38,Pupitar,Uncommon,Normal,English,Mint,,1
International,"Pokémon GO",039/078,39,Solrock,Uncommon,Normal,English,Mint,,1
International,"Pokémon GO",040/078,40,"Conkeldurr V","Holo Rare V","Normal Holo",English,Mint,,1
International,"Pokémon GO",041/078,41,"Alolan Rattata",Common,Normal,English,Mint,,1
International,"Pokémon GO",042/078,42,"Alolan Raticate",Common,Normal,English,Mint,,1
International,"Pokémon GO",043/078,43,Tyranitar,"Rare Holo","Normal Holo",English,Mint,,1
International,"Pokémon GO",044/078,44,Steelix,Uncommon,Normal,English,Mint,,1
International,"Pokémon GO",045/078,45,Meltan,Common,Normal,English,Mint,,1
International,"Pokémon GO",046/078,46,Melmetal,"Rare Holo","Normal Holo",English,Mint,,1
International,"Pokémon GO",051/078,51,Chansey,Uncommon,Normal,English,Mint,,1
International,"Pokémon GO",052/078,52,Blissey,"Rare Holo","Normal Holo",English,Mint,,1
International,"Pokémon GO",054/078,54,Eevee,Common,Normal,English,Mint,,1
International,"Pokémon GO",055/078,55,Snorlax,"Rare Holo","Normal Holo",English,Mint,,1
International,"Pokémon GO",056/078,56,Aipom,Common,Normal,English,Mint,,1
International,"Pokémon GO",057/078,57,Ambipom,Common,Normal,English,Mint,,1
International,"Pokémon GO",058/078,58,"Slaking V","Holo Rare V","Normal Holo",English,Mint,,1
International,"Pokémon GO",059/078,59,Bidoof,Common,Normal,English,Mint,,1
International,"Pokémon GO",060/078,60,Bibarel,Common,Normal,English,Mint,,1
International,"Pokémon GO",061/078,61,Pidove,Common,Normal,English,Mint,,1
International,"Pokémon GO",062/078,62,Tranquill,Common,Normal,English,Mint,,1
International,"Pokémon GO",063/078,63,Unfezant,Uncommon,Normal,English,Mint,,1
International,"Pokémon GO",064/078,64,Blanche,Uncommon,Normal,English,Mint,,1
International,"Pokémon GO",065/078,65,Candela,Uncommon,Normal,English,Mint,,1
International,"Pokémon GO",066/078,66,"Egg Incubator",Uncommon,Normal,English,Mint,,1
International,"Pokémon GO",067/078,67,"Lure Module",Uncommon,Normal,English,Mint,,1
International,"Pokémon GO",068/078,68,PokéStop,Uncommon,Normal,English,Mint,,1
International,"Pokémon GO",069/078,69,"Rare Candy",Uncommon,Normal,English,Mint,,1
International,"Pokémon GO",070/078,70,Spark,Uncommon,Normal,English,Mint,,1
International,"Astral Radiance",002/189,2,"Hisuian Voltorb",Common,Normal,English,Mint,,1
International,"Astral Radiance",003/189,3,"Hisuian Electrode",Uncommon,Normal,English,Mint,,1
International,"Astral Radiance",004/189,4,Scyther,Common,Normal,English,Mint,,1
International,"Astral Radiance",005/189,5,Scyther,Common,Normal,English,Mint,,1
International,"Astral Radiance",006/189,6,Yanma,Common,Normal,English,Mint,,1
International,"Astral Radiance",007/189,7,Yanmega,Uncommon,Normal,English,Mint,,1
International,"Astral Radiance",008/189,8,Heracross,Common,Normal,English,Mint,,1
International,"Astral Radiance",009/189,9,Kricketot,Common,Normal,English,Mint,,1
International,"Astral Radiance",010/189,10,Kricketune,Uncommon,Normal,English,Mint,,1
International,"Astral Radiance",011/189,11,Combee,Common,Normal,English,Mint,,1
International,"Astral Radiance",012/189,12,Vespiquen,Rare,Normal,English,Mint,,1
International,"Astral Radiance",013/189,13,Leafeon,Rare,Normal,English,Mint,,1
International,"Astral Radiance",014/189,14,Shaymin,Rare,Normal,English,Mint,,1
International,"Astral Radiance",015/189,15,Petilil,Common,Normal,English,Mint,,1
International,"Astral Radiance",016/189,16,"Hisuian Lilligant","Rare Holo","Normal Holo",English,Mint,,1
International,"Astral Radiance",017/189,17,"Hisuian Lilligant V","Holo Rare V","Normal Holo",English,Mint,,1
International,"Astral Radiance",019/189,19,Rowlet,Common,Normal,English,Mint,,1
International,"Astral Radiance",020/189,20,Dartrix,Uncommon,Normal,English,Mint,,1
International,"Astral Radiance",021/189,21,Ponyta,Common,Normal,English,Mint,,1
International,"Astral Radiance",022/189,22,Rapidash,Rare,Normal,English,Mint,,1
International,"Astral Radiance",023/189,23,Cyndaquil,Common,Normal,English,Mint,,1
International,"Astral Radiance",024/189,24,Quilava,Uncommon,Normal,English,Mint,,1
International,"Astral Radiance",027/189,27,"Radiant Heatran","Radiant Rare","Normal Holo",English,Mint,,1
International,"Astral Radiance",028/189,28,Psyduck,Common,Normal,English,Mint,,1
International,"Astral Radiance",029/189,29,Golduck,Uncommon,Normal,English,Mint,,1
International,"Astral Radiance",031/189,31,Swinub,Common,Normal,English,Mint,,1
International,"Astral Radiance",032/189,32,Piloswine,Uncommon,Normal,English,Mint,,1
International,"Astral Radiance",033/189,33,Mamoswine,Rare,Normal,English,Mint,,1
International,"Astral Radiance",034/189,34,Mantine,Common,Normal,English,Mint,,1
International,"Astral Radiance",035/189,35,Barboach,Common,Normal,English,Mint,,1
International,"Astral Radiance",036/189,36,Whiscash,Uncommon,Normal,English,Mint,,1
International,"Astral Radiance",037/189,37,Regice,Rare,Normal,English,Mint,,1
International,"Astral Radiance",038/189,38,Glaceon,Rare,Normal,English,Mint,,1
International,"Astral Radiance",041/189,41,Oshawott,Common,Normal,English,Mint,,1
International,"Astral Radiance",042/189,42,Dewott,Uncommon,Normal,English,Mint,,1
International,"Astral Radiance",043/189,43,"Hisuian Basculin",Common,Normal,English,Mint,,1
International,"Astral Radiance",044/189,44,"Hisuian Basculegion",Rare,Normal,English,Mint,,1
International,"Astral Radiance",045/189,45,Keldeo,"Rare Holo","Normal Holo",English,Mint,,1
International,"Astral Radiance",047/189,47,Bergmite,Common,Normal,English,Mint,,1
International,"Astral Radiance",048/189,48,"Hisuian Avalugg",Rare,Normal,English,Mint,,1
International,"Astral Radiance",049/189,49,"Galarian Mr. Rime V","Holo Rare V","Normal Holo",English,Mint,,1
International,"Astral Radiance",051/189,51,Regieleki,Rare,Normal,English,Mint,,1
International,"Astral Radiance",052/189,52,"Hisuian Typhlosion","Rare Holo","Normal Holo",English,Mint,,1
International,"Astral Radiance",055/189,55,Togepi,Common,Normal,English,Mint,,1
International,"Astral Radiance",056/189,56,Togetic,Uncommon,Normal,English,Mint,,1
International,"Astral Radiance",057/189,57,Togekiss,"Rare Holo","Normal Holo",English,Mint,,1
International,"Astral Radiance",058/189,58,Misdreavus,Common,Normal,English,Mint,,1
International,"Astral Radiance",059/189,59,Mismagius,Rare,Normal,English,Mint,,1
International,"Astral Radiance",060/189,60,Ralts,Common,Normal,English,Mint,,1
International,"Astral Radiance",061/189,61,Kirlia,Uncommon,Normal,English,Mint,,1
International,"Astral Radiance",062/189,62,Gallade,"Rare Holo","Normal Holo",English,Mint,,1
International,"Astral Radiance",063/189,63,Drifloon,Common,Normal,English,Mint,,1
International,"Astral Radiance",064/189,64,Drifblim,Uncommon,Normal,English,Mint,,1
International,"Astral Radiance",065/189,65,Uxie,Uncommon,Normal,English,Mint,,1
International,"Astral Radiance",066/189,66,Mesprit,"Rare Holo","Normal Holo",English,Mint,,1
International,"Astral Radiance",067/189,67,Azelf,Uncommon,Normal,English,Mint,,1
International,"Astral Radiance",068/189,68,Diancie,"Rare Holo","Normal Holo",English,Mint,,1
International,"Astral Radiance",069/189,69,Wyrdeer,"Rare Holo","Normal Holo",English,Mint,,1
International,"Astral Radiance",070/189,70,"Hisuian Growlithe",Common,Normal,English,Mint,,1
International,"Astral Radiance",071/189,71,"Hisuian Arcanine",Rare,Normal,English,Mint,,1
International,"Astral Radiance",074/189,74,Sudowoodo,Common,Normal,English,Mint,,1
International,"Astral Radiance",075/189,75,Regirock,Rare,Normal,English,Mint,,1
International,"Astral Radiance",076/189,76,Cranidos,Uncommon,Normal,English,Mint,,1
International,"Astral Radiance",077/189,77,Rampardos,"Rare Holo","Normal Holo",English,Mint,,1
International,"Astral Radiance",079/189,79,Hippopotas,Common,Normal,English,Mint,,1
International,"Astral Radiance",080/189,80,Hippowdon,Uncommon,Normal,English,Mint,,1
International,"Astral Radiance",082/189,82,"Hisuian Decidueye","Rare Holo","Normal Holo",English,Mint,,1
International,"Astral Radiance",085/189,85,Kleavor,Rare,Normal,English,Mint,,1
International,"Astral Radiance",086/189,86,Kleavor,"Rare Holo","Normal Holo",English,Mint,,1
International,"Astral Radiance",087/189,87,"Kleavor V","Holo Rare V","Normal Holo",English,Mint,,1
International,"Astral Radiance",088/189,88,"Hisuian Qwilfish",Common,Normal,English,Mint,,1
International,"Astral Radiance",089/189,89,"Hisuian Qwilfish",Common,Normal,English,Mint,,1
International,"Astral Radiance",090/189,90,"Hisuian Overqwil",Uncommon,Normal,English,Mint,,1
International,"Astral Radiance",091/189,91,"Hisuian Overqwil",Rare,Normal,English,Mint,,1
International,"Astral Radiance",092/189,92,"Hisuian Sneasel",Common,Normal,English,Mint,,1
International,"Astral Radiance",093/189,93,"Hisuian Sneasler","Rare Holo","Normal Holo",English,Mint,,1
International,"Astral Radiance",094/189,94,"Hisuian Sneasler V","Holo Rare V","Normal Holo",English,Mint,,1
International,"Astral Radiance",095/189,95,Poochyena,Common,Normal,English,Mint,,1
International,"Astral Radiance",096/189,96,Mightyena,Rare,Normal,English,Mint,,1
International,"Astral Radiance",097/189,97,Absol,"Rare Holo","Normal Holo",English,Mint,,1
International,"Astral Radiance",100/189,100,"Hisuian Samurott","Rare Holo","Normal Holo",English,Mint,,1
International,"Astral Radiance",103/189,103,Nickit,Common,Normal,English,Mint,,1
International,"Astral Radiance",104/189,104,Thievul,Rare,Normal,English,Mint,,1
International,"Astral Radiance",105/189,105,Magnemite,Common,Normal,English,Mint,,1
International,"Astral Radiance",106/189,106,Magneton,Uncommon,Normal,English,Mint,,1
International,"Astral Radiance",107/189,107,Magnezone,"Rare Holo","Normal Holo",English,Mint,,1
International,"Astral Radiance",108/189,108,Registeel,Rare,Normal,English,Mint,,1
International,"Astral Radiance",109/189,109,Shieldon,Uncommon,Normal,English,Mint,,1
International,"Astral Radiance",110/189,110,Bastiodon,"Rare Holo","Normal Holo",English,Mint,,1
International,"Astral Radiance",111/189,111,Bronzor,Common,Normal,English,Mint,,1
International,"Astral Radiance",112/189,112,Bronzong,Uncommon,Normal,English,Mint,,1
International,"Astral Radiance",115/189,115,Pawniard,Common,Normal,English,Mint,,1
International,"Astral Radiance",116/189,116,Bisharp,Uncommon,Normal,English,Mint,,1
International,"Astral Radiance",118/189,118,Regidrago,Rare,Normal,English,Mint,,1
International,"Astral Radiance",119/189,119,Eevee,Common,Normal,English,Mint,,1
International,"Astral Radiance",120/189,120,Hoothoot,Common,Normal,English,Mint,,1
International,"Astral Radiance",121/189,121,Noctowl,Uncommon,Normal,English,Mint,,1
International,"Astral Radiance",122/189,122,Teddiursa,Common,Normal,English,Mint,,1
International,"Astral Radiance",123/189,123,Ursaring,Uncommon,Normal,English,Mint,,1
International,"Astral Radiance",124/189,124,Ursaluna,Rare,Normal,English,Mint,,1
International,"Astral Radiance",125/189,125,Stantler,Common,Normal,English,Mint,,1
International,"Astral Radiance",126/189,126,Miltank,"Rare Holo","Normal Holo",English,Mint,,1
International,"Astral Radiance",127/189,127,Glameow,Common,Normal,English,Mint,,1
International,"Astral Radiance",128/189,128,Purugly,Uncommon,Normal,English,Mint,,1
International,"Astral Radiance",129/189,129,Chatot,Common,Normal,English,Mint,,1
International,"Astral Radiance",130/189,130,Regigigas,"Rare Holo","Normal Holo",English,Mint,,1
International,"Astral Radiance",131/189,131,Rufflet,Common,Normal,English,Mint,,1
International,"Astral Radiance",132/189,132,"Hisuian Braviary",Rare,Normal,English,Mint,,1
International,"Astral Radiance",135/189,135,Adaman,"Rare Holo","Normal Holo",English,Mint,,1
International,"Astral Radiance",136/189,136,"Canceling Cologne",Uncommon,Normal,English,Mint,,1
International,"Astral Radiance",137/189,137,Choy,Uncommon,Normal,English,Mint,,1
International,"Astral Radiance",138/189,138,Cyllene,Uncommon,Normal,English,Mint,,1
International,"Astral Radiance",139/189,139,"Dark Patch",Uncommon,Normal,English,Mint,,1
International,"Astral Radiance",140/189,140,"Energy Loto",Uncommon,Normal,English,Mint,,1
International,"Astral Radiance",141/189,141,"Feather Ball",Uncommon,Normal,English,Mint,,1
International,"Astral Radiance",142/189,142,"Gapejaw Bog",Uncommon,Normal,English,Mint,,1
International,"Astral Radiance",143/189,143,"Gardenia's Vigor",Uncommon,Normal,English,Mint,,1
International,"Astral Radiance",144/189,144,Grant,Uncommon,Normal,English,Mint,,1
International,"Astral Radiance",145/189,145,"Gutsy Pickaxe",Uncommon,Normal,English,Mint,,1
International,"Astral Radiance",146/189,146,"Hisuian Heavy Ball",Uncommon,Normal,English,Mint,,1
International,"Astral Radiance",148/189,148,"Jubilife Village",Uncommon,Normal,English,Mint,,1
International,"Astral Radiance",149/189,149,Kamado,Uncommon,Normal,English,Mint,,1
International,"Astral Radiance",150/189,150,Roxanne,Uncommon,Normal,English,Mint,,1
International,"Astral Radiance",151/189,151,"Spicy Seasoned Curry",Uncommon,Normal,English,Mint,,1
International,"Astral Radiance",152/189,152,"Supereffective Glasses",Uncommon,Normal,English,Mint,,1
International,"Astral Radiance",153/189,153,"Sweet Honey",Uncommon,Normal,English,Mint,,1
International,"Astral Radiance",154/189,154,"Switch Cart",Uncommon,Normal,English,Mint,,1
International,"Astral Radiance",155/189,155,"Temple of Sinnoh",Uncommon,Normal,English,Mint,,1
International,"Astral Radiance",156/189,156,"Trekking Shoes",Uncommon,Normal,English,Mint,,1
International,"Astral Radiance",157/189,157,"Unidentified Fossil",Uncommon,Normal,English,Mint,,1
International,"Astral Radiance",158/189,158,"Wait and See Turbo",Uncommon,Normal,English,Mint,,1
International,"Astral Radiance",159/189,159,Zisu,Uncommon,Normal,English,Mint,,1
International,"Brilliant Stars",001/172,1,Exeggcute,Common,Normal,English,Mint,,1
International,"Brilliant Stars",002/172,2,Exeggutor,Uncommon,Normal,English,Mint,,1
International,"Brilliant Stars",003/172,3,Shroomish,Common,Normal,English,Mint,,1
International,"Brilliant Stars",004/172,4,Breloom,Rare,Normal,English,Mint,,1
International,"Brilliant Stars",005/172,5,Tropius,Uncommon,Normal,English,Mint,,1
International,"Brilliant Stars",006/172,6,Turtwig,Common,Normal,English,Mint,,1
International,"Brilliant Stars",007/172,7,Grotle,Uncommon,Normal,English,Mint,,1
International,"Brilliant Stars",008/172,8,Torterra,"Rare Holo","Normal Holo",English,Mint,,1
International,"Brilliant Stars",009/172,9,Burmy,Common,Normal,English,Mint,,1
International,"Brilliant Stars",010/172,10,Wormadam,Rare,Normal,English,Mint,,1
International,"Brilliant Stars",011/172,11,Mothim,Rare,Normal,English,Mint,,1
International,"Brilliant Stars",012/172,12,Cherubi,Common,Normal,English,Mint,,1
International,"Brilliant Stars",015/172,15,Karrablast,Common,Normal,English,Mint,,1
International,"Brilliant Stars",019/172,19,Magmar,Common,Normal,English,Mint,,1
International,"Brilliant Stars",020/172,20,Magmortar,Rare,Normal,English,Mint,,1
International,"Brilliant Stars",021/172,21,Moltres,"Rare Holo","Normal Holo",English,Mint,,1
International,"Brilliant Stars",023/172,23,Torkoal,Uncommon,Normal,English,Mint,,1
International,"Brilliant Stars",024/172,24,Chimchar,Common,Normal,English,Mint,,1
International,"Brilliant Stars",025/172,25,Monferno,Uncommon,Normal,English,Mint,,1
International,"Brilliant Stars",026/172,26,Infernape,"Rare Holo","Normal Holo",English,Mint,,1
International,"Brilliant Stars",030/172,30,Staryu,Common,Normal,English,Mint,,1
International,"Brilliant Stars",031/172,31,Lapras,Rare,Normal,English,Mint,,1
International,"Brilliant Stars",032/172,32,Corphish,Common,Normal,English,Mint,,1
International,"Brilliant Stars",033/172,33,Crawdaunt,Uncommon,Normal,English,Mint,,1
International,"Brilliant Stars",034/172,34,Snorunt,Common,Normal,English,Mint,,1
International,"Brilliant Stars",035/172,35,Piplup,Common,Normal,English,Mint,,1
International,"Brilliant Stars",036/172,36,Prinplup,Uncommon,Normal,English,Mint,,1
International,"Brilliant Stars",037/172,37,Empoleon,"Rare Holo","Normal Holo",English,Mint,,1
International,"Brilliant Stars",038/172,38,Buizel,Common,Normal,English,Mint,,1
International,"Brilliant Stars",039/172,39,Floatzel,Uncommon,Normal,English,Mint,,1
International,"Brilliant Stars",041/172,41,Manaphy,Rare,Normal,English,Mint,,1
International,"Brilliant Stars",042/172,42,Cubchoo,Common,Normal,English,Mint,,1
International,"Brilliant Stars",043/172,43,Beartic,Uncommon,Normal,English,Mint,,1
International,"Brilliant Stars",044/172,44,Eiscue,Rare,Normal,English,Mint,,1
International,"Brilliant Stars",046/172,46,Electabuzz,Common,Normal,English,Mint,,1
International,"Brilliant Stars",047/172,47,Electivire,Rare,Normal,English,Mint,,1
International,"Brilliant Stars",049/172,49,Shinx,Common,Normal,English,Mint,,1
International,"Brilliant Stars",050/172,50,Luxio,Uncommon,Normal,English,Mint,,1
International,"Brilliant Stars",051/172,51,Luxray,Rare,Normal,English,Mint,,1
International,"Brilliant Stars",052/172,52,Pachirisu,Uncommon,Normal,English,Mint,,1
International,"Brilliant Stars",053/172,53,Clefairy,Common,Normal,English,Mint,,1
International,"Brilliant Stars",054/172,54,Clefable,Rare,Normal,English,Mint,,1
International,"Brilliant Stars",055/172,55,Starmie,Uncommon,Normal,English,Mint,,1
International,"Brilliant Stars",056/172,56,Mewtwo,Rare,Normal,English,Mint,,1
International,"Brilliant Stars",058/172,58,Baltoy,Common,Normal,English,Mint,,1
International,"Brilliant Stars",059/172,59,Claydol,Uncommon,Normal,English,Mint,,1
International,"Brilliant Stars",060/172,60,Duskull,Common,Normal,English,Mint,,1
International,"Brilliant Stars",061/172,61,Dusclops,Uncommon,Normal,English,Mint,,1
International,"Brilliant Stars",062/172,62,Dusknoir,"Rare Holo","Normal Holo",English,Mint,,1
International,"Brilliant Stars",063/172,63,Chimecho,Common,Normal,English,Mint,,1
International,"Brilliant Stars",066/172,66,Sigilyph,Uncommon,Normal,English,Mint,,1
International,"Brilliant Stars",067/172,67,Dedenne,Common,Normal,English,Mint,,1
International,"Brilliant Stars",070/172,70,Milcery,Common,Normal,English,Mint,,1
International,"Brilliant Stars",071/172,71,Alcremie,Rare,Normal,English,Mint,,1
International,"Brilliant Stars",072/172,72,Hitmontop,Uncommon,Normal,English,Mint,,1
International,"Brilliant Stars",073/172,73,Nosepass,Common,Normal,English,Mint,,1
International,"Brilliant Stars",074/172,74,Trapinch,Common,Normal,English,Mint,,1
International,"Brilliant Stars",075/172,75,Vibrava,Uncommon,Normal,English,Mint,,1
International,"Brilliant Stars",076/172,76,Flygon,Rare,Normal,English,Mint,,1
International,"Brilliant Stars",077/172,77,Wormadam,Rare,Normal,English,Mint,,1
International,"Brilliant Stars",078/172,78,Riolu,Common,Normal,English,Mint,,1
International,"Brilliant Stars",079/172,79,Lucario,"Rare Holo","Normal Holo",English,Mint,,1
International,"Brilliant Stars",080/172,80,Throh,Common,Normal,English,Mint,,1
International,"Brilliant Stars",081/172,81,Sawk,Common,Normal,English,Mint,,1
International,"Brilliant Stars",082/172,82,Golett,Common,Normal,English,Mint,,1
International,"Brilliant Stars",083/172,83,Golurk,Rare,Normal,English,Mint,,1
International,"Brilliant Stars",084/172,84,Grimer,Common,Normal,English,Mint,,1
International,"Brilliant Stars",085/172,85,Muk,Rare,Normal,English,Mint,,1
International,"Brilliant Stars",086/172,86,Sneasel,Common,Normal,English,Mint,,1
International,"Brilliant Stars",087/172,87,Weavile,Uncommon,Normal,English,Mint,,1
International,"Brilliant Stars",088/172,88,"Honchkrow V","Holo Rare V","Normal Holo",English,Mint,,1
International,"Brilliant Stars",089/172,89,Spiritomb,Common,Normal,English,Mint,,1
International,"Brilliant Stars",090/172,90,Purrloin,Common,Normal,English,Mint,,1
International,"Brilliant Stars",091/172,91,Liepard,Rare,Normal,English,Mint,,1
International,"Brilliant Stars",092/172,92,Impidimp,Common,Normal,English,Mint,,1
International,"Brilliant Stars",093/172,93,Morgrem,Uncommon,Normal,English,Mint,,1
International,"Brilliant Stars",094/172,94,Grimmsnarl,Rare,Normal,English,Mint,,1
International,"Brilliant Stars",098/172,98,Wormadam,Rare,Normal,English,Mint,,1
International,"Brilliant Stars",099/172,99,Probopass,Uncommon,Normal,English,Mint,,1
International,"Brilliant Stars",100/172,100,Heatran,Rare,Normal,English,Mint,,1
International,"Brilliant Stars",101/172,101,Escavalier,Rare,Normal,English,Mint,,1
International,"Brilliant Stars",102/172,102,Klink,Common,Normal,English,Mint,,1
International,"Brilliant Stars",103/172,103,Klang,Uncommon,Normal,English,Mint,,1
International,"Brilliant Stars",104/172,104,Klinklang,Rare,Normal,English,Mint,,1
International,"Brilliant Stars",107/172,107,Gible,Common,Normal,English,Mint,,1
International,"Brilliant Stars",108/172,108,Gabite,Uncommon,Normal,English,Mint,,1
International,"Brilliant Stars",109/172,109,Garchomp,"Rare Holo","Normal Holo",English,Mint,,1
International,"Brilliant Stars",110/172,110,Axew,Common,Normal,English,Mint,,1
International,"Brilliant Stars",111/172,111,Fraxure,Uncommon,Normal,English,Mint,,1
International,"Brilliant Stars",112/172,112,Haxorus,Rare,Normal,English,Mint,,1
International,"Brilliant Stars",113/172,113,Druddigon,Rare,Normal,English,Mint,,1
International,"Brilliant Stars",115/172,115,Farfetch'd,Common,Normal,English,Mint,,1
International,"Brilliant Stars",116/172,116,Castform,Common,Normal,English,Mint,,1
International,"Brilliant Stars",117/172,117,Starly,Common,Normal,English,Mint,,1
International,"Brilliant Stars",118/172,118,Staravia,Uncommon,Normal,English,Mint,,1
International,"Brilliant Stars",119/172,119,Staraptor,Rare,Normal,English,Mint,,1
